Fecha,Año,Número de Mes,Nombre de Mes,País,Segmento,Producto,Banda de Descuento,Unidades Vendidas,Precio de Fabricación,Precio de Venta,Ventas Brutas,Descuentos,Ventas,Coste de Bienes Vendidos,Beneficio
2016-01-10,2016,1,Enero,Francia,Mediana Empresa,Montana,Ninguno,1765,10.0,15.5,27357.5,0.0,27357.5,17650.0,9707.5
2016-01-10,2016,1,Enero,México,Gobierno,Amarilla,Bajo,1194,180.0,250.0,298500.0,14925.0,283575.0,214920.0,68655.0
2016-01-10,2016,1,Enero,Estados Unidos,Socios de Canal,Carretera,Alto,632,1.5,3.0,1896.0,379.2,1516.8,948.0,568.8
2016-01-10,2016,1,Enero,Alemania,Gobierno,Amarilla,Ninguno,1022,180.0,250.0,255500.0,0.0,255500.0,183960.0,71540.0
2016-01-11,2016,1,Enero,Estados Unidos,Socios de Canal,Carretera,Ninguno,1698,1.5,3.0,5094.0,0.0,5094.0,2547.0,2547.0
2016-01-11,2016,1,Enero,Canadá,Gobierno,Carretera,Bajo,1382,1.5,3.0,4146.0,207.3,3938.7,2073.0,1865.7
2016-01-11,2016,1,Enero,Canadá,Grandes Empresas,Paseo,Bajo,1128,8.0,12.0,13536.0,676.8,12859.2,9024.0,3835.2
2016-01-12,2016,1,Enero,Francia,Gobierno,Velo,Bajo,1263,90.0,120.0,151560.0,7578.0,143982.0,113670.0,30312.0
2016-01-12,2016,1,Enero,Canadá,Pequeña Empresa,Montana,Ninguno,1639,10.0,15.5,25404.5,0.0,25404.5,16390.0,9014.5
2016-01-12,2016,1,Enero,Francia,Grandes Empresas,Carretera,Alto,1140,1.5,3.0,3420.0,684.0,2736.0,1710.0,1026.0
2016-01-12,2016,1,Enero,Estados Unidos,Mediana Empresa,Velo,Ninguno,991,90.0,120.0,118920.0,0.0,118920.0,89190.0,29730.0
2016-01-12,2016,1,Enero,Francia,Pequeña Empresa,Amoeba,Ninguno,1247,12.0,20.0,24940.0,0.0,24940.0,14964.0,9976.0
2016-01-13,2016,1,Enero,España,Grandes Empresas,Montana,Medio,1700,10.0,15.5,26350.0,2635.0,23715.0,17000.0,6715.0
2016-01-13,2016,1,Enero,Australia,Socios de Canal,Amarilla,Medio,1148,180.0,250.0,287000.0,28700.0,258300.0,206640.0,51660.0
2016-01-14,2016,1,Enero,Alemania,Grandes Empresas,Amarilla,Alto,1586,180.0,250.0,396500.0,79300.0,317200.0,285480.0,31720.0
2016-01-14,2016,1,Enero,Reino Unido,Grandes Empresas,Paseo,Bajo,1378,8.0,12.0,16536.0,826.8,15709.2,11024.0,4685.2
2016-01-14,2016,1,Enero,España,Socios de Canal,Paseo,Ninguno,1648,8.0,12.0,19776.0,0.0,19776.0,13184.0,6592.0
2016-01-16,2016,1,Enero,Francia,Gobierno,Amoeba,Alto,1733,12.0,20.0,34660.0,6932.0,27728.0,20796.0,6932.0
2016-01-16,2016,1,Enero,Canadá,Gobierno,Amoeba,Ninguno,2079,12.0,20.0,41580.0,0.0,41580.0,24948.0,16632.0
2016-01-17,2016,1,Enero,Estados Unidos,Socios de Canal,Amoeba,Alto,929,12.0,20.0,18580.0,3716.0,14864.0,11148.0,3716.0
2016-01-17,2016,1,Enero,México,Mediana Empresa,Amoeba,Alto,1816,12.0,20.0,36320.0,7264.0,29056.0,21792.0,7264.0
2016-01-17,2016,1,Enero,Alemania,Grandes Empresas,Amoeba,Medio,1271,12.0,20.0,25420.0,2542.0,22878.0,15252.0,7626.0
2016-01-19,2016,1,Enero,Alemania,Grandes Empresas,Amarilla,Alto,1342,180.0,250.0,335500.0,67100.0,268400.0,241560.0,26840.0
2016-01-19,2016,1,Enero,Japón,Gobierno,Amoeba,Bajo,1627,12.0,20.0,32540.0,1627.0,30913.0,19524.0,11389.0
2016-01-19,2016,1,Enero,Alemania,Pequeña Empresa,Montana,Ninguno,1237,10.0,15.5,19173.5,0.0,19173.5,12370.0,6803.5
2016-01-19,2016,1,Enero,Reino Unido,Socios de Canal,Amoeba,Bajo,1175,12.0,20.0,23500.0,1175.0,22325.0,14100.0,8225.0
2016-01-19,2016,1,Enero,Canadá,Grandes Empresas,Montana,Ninguno,1273,10.0,15.5,19731.5,0.0,19731.5,12730.0,7001.5
2016-01-19,2016,1,Enero,Francia,Grandes Empresas,Amarilla,Ninguno,1832,180.0,250.0,458000.0,0.0,458000.0,329760.0,128240.0
2016-01-19,2016,1,Enero,Alemania,Pequeña Empresa,Amarilla,Alto,1563,180.0,250.0,390750.0,78150.0,312600.0,281340.0,31260.0
2016-01-19,2016,1,Enero,Reino Unido,Mediana Empresa,Paseo,Bajo,1250,8.0,12.0,15000.0,750.0,14250.0,10000.0,4250.0
2016-01-19,2016,1,Enero,Francia,Socios de Canal,Paseo,Alto,1539,8.0,12.0,18468.0,3693.6,14774.4,12312.0,2462.4
2016-01-19,2016,1,Enero,Reino Unido,Grandes Empresas,Amarilla,Alto,1364,180.0,250.0,341000.0,68200.0,272800.0,245520.0,27280.0
2016-01-19,2016,1,Enero,Estados Unidos,Grandes Empresas,Amarilla,Ninguno,1634,180.0,250.0,408500.0,0.0,408500.0,294120.0,114380.0
2016-01-20,2016,1,Enero,Canadá,Grandes Empresas,Amoeba,Medio,1417,12.0,20.0,28340.0,2834.0,25506.0,17004.0,8502.0
2016-01-21,2016,1,Enero,Alemania,Mediana Empresa,Montana,Bajo,1149,10.0,15.5,17809.5,890.48,16919.03,11490.0,5429.03
2016-01-21,2016,1,Enero,Alemania,Gobierno,Montana,Alto,1959,10.0,15.5,30364.5,6072.9,24291.6,19590.0,4701.6
2016-01-22,2016,1,Enero,México,Pequeña Empresa,Montana,Ninguno,1274,10.0,15.5,19747.0,0.0,19747.0,12740.0,7007.0
2016-01-22,2016,1,Enero,Francia,Mediana Empresa,Montana,Bajo,1666,10.0,15.5,25823.0,1291.15,24531.85,16660.0,7871.85
2016-01-22,2016,1,Enero,Canadá,Mediana Empresa,Paseo,Bajo,2161,8.0,12.0,25932.0,1296.6,24635.4,17288.0,7347.4
2016-01-22,2016,1,Enero,Estados Unidos,Mediana Empresa,Carretera,Bajo,1265,1.5,3.0,3795.0,189.75,3605.25,1897.5,1707.75
2016-01-22,2016,1,Enero,España,Pequeña Empresa,Paseo,Medio,2234,8.0,12.0,26808.0,2680.8,24127.2,17872.0,6255.2
2016-01-22,2016,1,Enero,Francia,Socios de Canal,Velo,Bajo,2088,90.0,120.0,250560.0,12528.0,238032.0,187920.0,50112.0
2016-01-23,2016,1,Enero,Alemania,Mediana Empresa,Paseo,Bajo,1497,8.0,12.0,17964.0,898.2,17065.8,11976.0,5089.8
2016-01-23,2016,1,Enero,Canadá,Gobierno,Amoeba,Medio,1571,12.0,20.0,31420.0,3142.0,28278.0,18852.0,9426.0
2016-01-25,2016,1,Enero,España,Mediana Empresa,Montana,Ninguno,1817,10.0,15.5,28163.5,0.0,28163.5,18170.0,9993.5
2016-01-25,2016,1,Enero,Alemania,Mediana Empresa,Amoeba,Medio,2086,12.0,20.0,41720.0,4172.0,37548.0,25032.0,12516.0
2016-01-25,2016,1,Enero,España,Mediana Empresa,Carretera,Ninguno,1781,1.5,3.0,5343.0,0.0,5343.0,2671.5,2671.5
2016-01-25,2016,1,Enero,Reino Unido,Mediana Empresa,Velo,Medio,2361,90.0,120.0,283320.0,28332.0,254988.0,212490.0,42498.0
2016-01-25,2016,1,Enero,España,Pequeña Empresa,Montana,Alto,1481,10.0,15.5,22955.5,4591.1,18364.4,14810.0,3554.4
2016-01-25,2016,1,Enero,Japón,Mediana Empresa,Amarilla,Ninguno,1241,180.0,250.0,310250.0,0.0,310250.0,223380.0,86870.0
2016-01-26,2016,1,Enero,Reino Unido,Mediana Empresa,Montana,Bajo,1006,10.0,15.5,15593.0,779.65,14813.35,10060.0,4753.35
2016-01-26,2016,1,Enero,Francia,Gobierno,Carretera,Alto,1883,1.5,3.0,5649.0,1129.8,4519.2,2824.5,1694.7
2016-01-27,2016,1,Enero,Japón,Gobierno,Amoeba,Ninguno,1687,12.0,20.0,33740.0,0.0,33740.0,20244.0,13496.0
2016-01-28,2016,1,Enero,Reino Unido,Grandes Empresas,Paseo,Bajo,1491,8.0,12.0,17892.0,894.6,16997.4,11928.0,5069.4
2016-01-28,2016,1,Enero,Francia,Socios de Canal,Amoeba,Ninguno,1859,12.0,20.0,37180.0,0.0,37180.0,22308.0,14872.0
2016-01-28,2016,1,Enero,Alemania,Grandes Empresas,Amarilla,Alto,1952,180.0,250.0,488000.0,97600.0,390400.0,351360.0,39040.0
2016-01-29,2016,1,Enero,Reino Unido,Gobierno,Montana,Ninguno,1880,10.0,15.5,29140.0,0.0,29140.0,18800.0,10340.0
2016-01-29,2016,1,Enero,Alemania,Gobierno,Velo,Ninguno,1710,90.0,120.0,205200.0,0.0,205200.0,153900.0,51300.0
2016-01-29,2016,1,Enero,Canadá,Mediana Empresa,Velo,Ninguno,1115,90.0,120.0,133800.0,0.0,133800.0,100350.0,33450.0
2016-01-29,2016,1,Enero,Estados Unidos,Socios de Canal,Amoeba,Bajo,1630,12.0,20.0,32600.0,1630.0,30970.0,19560.0,11410.0
2016-01-29,2016,1,Enero,Francia,Grandes Empresas,Paseo,Bajo,1983,8.0,12.0,23796.0,1189.8,22606.2,15864.0,6742.2
2016-01-30,2016,1,Enero,Alemania,Grandes Empresas,Amarilla,Ninguno,1940,180.0,250.0,485000.0,0.0,485000.0,349200.0,135800.0
2016-01-31,2016,1,Enero,Estados Unidos,Pequeña Empresa,Velo,Alto,709,90.0,120.0,85080.0,17016.0,68064.0,63810.0,4254.0
2016-02-02,2016,2,Febrero,Alemania,Pequeña Empresa,Montana,Alto,1933,10.0,15.5,29961.5,5992.3,23969.2,19330.0,4639.2
2016-02-04,2016,2,Febrero,Francia,Gobierno,Amarilla,Bajo,1548,180.0,250.0,387000.0,19350.0,367650.0,278640.0,89010.0
2016-02-04,2016,2,Febrero,Japón,Pequeña Empresa,Paseo,Medio,1278,8.0,12.0,15336.0,1533.6,13802.4,10224.0,3578.4
2016-02-04,2016,2,Febrero,Estados Unidos,Grandes Empresas,Amarilla,Ninguno,1635,180.0,250.0,408750.0,0.0,408750.0,294300.0,114450.0
2016-02-04,2016,2,Febrero,Alemania,Socios de Canal,Velo,Bajo,1309,90.0,120.0,157080.0,7854.0,149226.0,117810.0,31416.0
2016-02-05,2016,2,Febrero,Estados Unidos,Socios de Canal,Carretera,Medio,1199,1.5,3.0,3597.0,359.7,3237.3,1798.5,1438.8
2016-02-05,2016,2,Febrero,Estados Unidos,Mediana Empresa,Amoeba,Ninguno,1577,12.0,20.0,31540.0,0.0,31540.0,18924.0,12616.0
2016-02-05,2016,2,Febrero,Francia,Socios de Canal,Carretera,Bajo,1500,1.5,3.0,4500.0,225.0,4275.0,2250.0,2025.0
2016-02-05,2016,2,Febrero,Estados Unidos,Mediana Empresa,Carretera,Bajo,1665,1.5,3.0,4995.0,249.75,4745.25,2497.5,2247.75
2016-02-05,2016,2,Febrero,Francia,Grandes Empresas,Paseo,Ninguno,1733,8.0,12.0,20796.0,0.0,20796.0,13864.0,6932.0
2016-02-06,2016,2,Febrero,Estados Unidos,Mediana Empresa,Paseo,Alto,1351,8.0,12.0,16212.0,3242.4,12969.6,10808.0,2161.6
2016-02-06,2016,2,Febrero,México,Grandes Empresas,Velo,Medio,992,90.0,120.0,119040.0,11904.0,107136.0,89280.0,17856.0
2016-02-07,2016,2,Febrero,México,Gobierno,Amarilla,Alto,1767,180.0,250.0,441750.0,88350.0,353400.0,318060.0,35340.0
2016-02-08,2016,2,Febrero,Canadá,Grandes Empresas,Montana,Medio,1698,10.0,15.5,26319.0,2631.9,23687.1,16980.0,6707.1
2016-02-08,2016,2,Febrero,Francia,Gobierno,Velo,Medio,1163,90.0,120.0,139560.0,13956.0,125604.0,104670.0,20934.0
2016-02-08,2016,2,Febrero,Japón,Gobierno,Montana,Bajo,1520,10.0,15.5,23560.0,1178.0,22382.0,15200.0,7182.0
2016-02-08,2016,2,Febrero,Estados Unidos,Pequeña Empresa,Amarilla,Bajo,1754,180.0,250.0,438500.0,21925.0,416575.0,315720.0,100855.0
2016-02-08,2016,2,Febrero,Estados Unidos,Mediana Empresa,Velo,Bajo,1459,90.0,120.0,175080.0,8754.0,166326.0,131310.0,35016.0
2016-02-09,2016,2,Febrero,Alemania,Socios de Canal,Paseo,Bajo,662,8.0,12.0,7944.0,397.2,7546.8,5296.0,2250.8
2016-02-09,2016,2,Febrero,Canadá,Mediana Empresa,Amarilla,Medio,1364,180.0,250.0,341000.0,34100.0,306900.0,245520.0,61380.0
2016-02-09,2016,2,Febrero,Alemania,Gobierno,Montana,Bajo,1593,10.0,15.5,24691.5,1234.58,23456.92,15930.0,7526.92
2016-02-09,2016,2,Febrero,Canadá,Grandes Empresas,Montana,Bajo,1702,10.0,15.5,26381.0,1319.05,25061.95,17020.0,8041.95
2016-02-09,2016,2,Febrero,Alemania,Gobierno,Amoeba,Bajo,1477,12.0,20.0,29540.0,1477.0,28063.0,17724.0,10339.0
2016-02-10,2016,2,Febrero,Estados Unidos,Mediana Empresa,Velo,Bajo,2070,90.0,120.0,248400.0,12420.0,235980.0,186300.0,49680.0
2016-02-10,2016,2,Febrero,Canadá,Pequeña Empresa,Amarilla,Bajo,1332,180.0,250.0,333000.0,16650.0,316350.0,239760.0,76590.0
2016-02-10,2016,2,Febrero,España,Gobierno,Amoeba,Medio,1112,12.0,20.0,22240.0,2224.0,20016.0,13344.0,6672.0
2016-02-10,2016,2,Febrero,Reino Unido,Socios de Canal,Paseo,Ninguno,1724,8.0,12.0,20688.0,0.0,20688.0,13792.0,6896.0
2016-02-10,2016,2,Febrero,Alemania,Grandes Empresas,Amarilla,Alto,1474,180.0,250.0,368500.0,73700.0,294800.0,265320.0,29480.0
2016-02-11,2016,2,Febrero,Canadá,Mediana Empresa,Paseo,Medio,1596,8.0,12.0,19152.0,1915.2,17236.8,12768.0,4468.8
2016-02-11,2016,2,Febrero,Canadá,Grandes Empresas,Amoeba,Ninguno,1348,12.0,20.0,26960.0,0.0,26960.0,16176.0,10784.0
2016-02-12,2016,2,Febrero,Francia,Socios de Canal,Velo,Medio,1558,90.0,120.0,186960.0,18696.0,168264.0,140220.0,28044.0
2016-02-12,2016,2,Febrero,España,Socios de Canal,Carretera,Ninguno,2198,1.5,3.0,6594.0,0.0,6594.0,3297.0,3297.0
2016-02-12,2016,2,Febrero,México,Socios de Canal,Amarilla,Bajo,1868,180.0,250.0,467000.0,23350.0,443650.0,336240.0,107410.0
2016-02-12,2016,2,Febrero,Canadá,Grandes Empresas,Carretera,Medio,1237,1.5,3.0,3711.0,371.1,3339.9,1855.5,1484.4
2016-02-12,2016,2,Febrero,Canadá,Grandes Empresas,Amarilla,Ninguno,1635,180.0,250.0,408750.0,0.0,408750.0,294300.0,114450.0
2016-02-12,2016,2,Febrero,México,Pequeña Empresa,Amarilla,Bajo,1518,180.0,250.0,379500.0,18975.0,360525.0,273240.0,87285.0
2016-02-13,2016,2,Febrero,Canadá,Socios de Canal,Montana,Bajo,988,10.0,15.5,15314.0,765.7,14548.3,9880.0,4668.3
2016-02-14,2016,2,Febrero,Canadá,Pequeña Empresa,Amoeba,Ninguno,2308,12.0,20.0,46160.0,0.0,46160.0,27696.0,18464.0
2016-02-14,2016,2,Febrero,Estados Unidos,Socios de Canal,Amoeba,Bajo,1524,12.0,20.0,30480.0,1524.0,28956.0,18288.0,10668.0
2016-02-14,2016,2,Febrero,México,Mediana Empresa,Paseo,Bajo,935,8.0,12.0,11220.0,561.0,10659.0,7480.0,3179.0
2016-02-14,2016,2,Febrero,Canadá,Mediana Empresa,Velo,Bajo,1404,90.0,120.0,168480.0,8424.0,160056.0,126360.0,33696.0
2016-02-15,2016,2,Febrero,Alemania,Gobierno,Montana,Medio,761,10.0,15.5,11795.5,1179.55,10615.95,7610.0,3005.95
2016-02-16,2016,2,Febrero,España,Grandes Empresas,Amoeba,Ninguno,1814,12.0,20.0,36280.0,0.0,36280.0,21768.0,14512.0
2016-02-16,2016,2,Febrero,Estados Unidos,Socios de Canal,Amoeba,Ninguno,1342,12.0,20.0,26840.0,0.0,26840.0,16104.0,10736.0
2016-02-17,2016,2,Febrero,Alemania,Socios de Canal,Amoeba,Ninguno,1406,12.0,20.0,28120.0,0.0,28120.0,16872.0,11248.0
2016-02-17,2016,2,Febrero,Alemania,Grandes Empresas,Carretera,Alto,1191,1.5,3.0,3573.0,714.6,2858.4,1786.5,1071.9
2016-02-18,2016,2,Febrero,Canadá,Socios de Canal,Carretera,Alto,2143,1.5,3.0,6429.0,1285.8,5143.2,3214.5,1928.7
2016-02-18,2016,2,Febrero,Alemania,Mediana Empresa,Amoeba,Bajo,1272,12.0,20.0,25440.0,1272.0,24168.0,15264.0,8904.0
2016-02-18,2016,2,Febrero,Francia,Grandes Empresas,Montana,Alto,1450,10.0,15.5,22475.0,4495.0,17980.0,14500.0,3480.0
2016-02-18,2016,2,Febrero,Francia,Mediana Empresa,Amoeba,Ninguno,2577,12.0,20.0,51540.0,0.0,51540.0,30924.0,20616.0
2016-02-19,2016,2,Febrero,Estados Unidos,Grandes Empresas,Amoeba,Bajo,1830,12.0,20.0,36600.0,1830.0,34770.0,21960.0,12810.0
2016-02-19,2016,2,Febrero,Francia,Pequeña Empresa,Amarilla,Bajo,1519,180.0,250.0,379750.0,18987.5,360762.5,273420.0,87342.5
2016-02-19,2016,2,Febrero,Francia,Grandes Empresas,Amarilla,Alto,610,180.0,250.0,152500.0,30500.0,122000.0,109800.0,12200.0
2016-02-20,2016,2,Febrero,Alemania,Grandes Empresas,Montana,Medio,764,10.0,15.5,11842.0,1184.2,10657.8,7640.0,3017.8
2016-02-20,2016,2,Febrero,Alemania,Mediana Empresa,Amarilla,Medio,958,180.0,250.0,239500.0,23950.0,215550.0,172440.0,43110.0
2016-02-20,2016,2,Febrero,España,Socios de Canal,Amarilla,Ninguno,1331,180.0,250.0,332750.0,0.0,332750.0,239580.0,93170.0
2016-02-20,2016,2,Febrero,Francia,Gobierno,Montana,Alto,1321,10.0,15.5,20475.5,4095.1,16380.4,13210.0,3170.4
2016-02-21,2016,2,Febrero,Alemania,Socios de Canal,Amarilla,Medio,1938,180.0,250.0,484500.0,48450.0,436050.0,348840.0,87210.0
2016-02-22,2016,2,Febrero,Canadá,Gobierno,Amarilla,Bajo,623,180.0,250.0,155750.0,7787.5,147962.5,112140.0,35822.5
2016-02-22,2016,2,Febrero,Canadá,Pequeña Empresa,Velo,Ninguno,1866,90.0,120.0,223920.0,0.0,223920.0,167940.0,55980.0
2016-02-23,2016,2,Febrero,México,Socios de Canal,Carretera,Medio,1465,1.5,3.0,4395.0,439.5,3955.5,2197.5,1758.0
2016-02-23,2016,2,Febrero,Reino Unido,Gobierno,Amarilla,Alto,1994,180.0,250.0,498500.0,99700.0,398800.0,358920.0,39880.0
2016-02-24,2016,2,Febrero,Estados Unidos,Grandes Empresas,Velo,Medio,1430,90.0,120.0,171600.0,17160.0,154440.0,128700.0,25740.0
2016-02-24,2016,2,Febrero,Alemania,Pequeña Empresa,Montana,Bajo,1208,10.0,15.5,18724.0,936.2,17787.8,12080.0,5707.8
2016-02-24,2016,2,Febrero,España,Pequeña Empresa,Velo,Bajo,1505,90.0,120.0,180600.0,9030.0,171570.0,135450.0,36120.0
2016-02-24,2016,2,Febrero,Japón,Mediana Empresa,Velo,Alto,1372,90.0,120.0,164640.0,32928.0,131712.0,123480.0,8232.0
2016-02-25,2016,2,Febrero,Alemania,Grandes Empresas,Amarilla,Alto,1088,180.0,250.0,272000.0,54400.0,217600.0,195840.0,21760.0
2016-02-25,2016,2,Febrero,Reino Unido,Mediana Empresa,Amoeba,Ninguno,1519,12.0,20.0,30380.0,0.0,30380.0,18228.0,12152.0
2016-02-26,2016,2,Febrero,Canadá,Pequeña Empresa,Montana,Ninguno,1430,10.0,15.5,22165.0,0.0,22165.0,14300.0,7865.0
2016-02-26,2016,2,Febrero,Reino Unido,Grandes Empresas,Velo,Medio,1483,90.0,120.0,177960.0,17796.0,160164.0,133470.0,26694.0
2016-02-27,2016,2,Febrero,Alemania,Gobierno,Carretera,Ninguno,1900,1.5,3.0,5700.0,0.0,5700.0,2850.0,2850.0
2016-02-27,2016,2,Febrero,Canadá,Mediana Empresa,Paseo,Medio,1599,8.0,12.0,19188.0,1918.8,17269.2,12792.0,4477.2
2016-02-28,2016,2,Febrero,Reino Unido,Grandes Empresas,Velo,Bajo,1275,90.0,120.0,153000.0,7650.0,145350.0,114750.0,30600.0
2016-02-29,2016,2,Febrero,España,Gobierno,Velo,Alto,1955,90.0,120.0,234600.0,46920.0,187680.0,175950.0,11730.0
2016-02-29,2016,2,Febrero,Alemania,Gobierno,Montana,Bajo,1039,10.0,15.5,16104.5,805.23,15299.27,10390.0,4909.27
2016-03-01,2016,3,Marzo,Alemania,Pequeña Empresa,Amarilla,Alto,2086,180.0,250.0,521500.0,104300.0,417200.0,375480.0,41720.0
2016-03-01,2016,3,Marzo,Canadá,Socios de Canal,Paseo,Medio,1308,8.0,12.0,15696.0,1569.6,14126.4,10464.0,3662.4
2016-03-01,2016,3,Marzo,Canadá,Grandes Empresas,Carretera,Alto,1430,1.5,3.0,4290.0,858.0,3432.0,2145.0,1287.0
2016-03-01,2016,3,Marzo,Canadá,Pequeña Empresa,Montana,Ninguno,1369,10.0,15.5,21219.5,0.0,21219.5,13690.0,7529.5
2016-03-01,2016,3,Marzo,Francia,Socios de Canal,Amarilla,Alto,725,180.0,250.0,181250.0,36250.0,145000.0,130500.0,14500.0
2016-03-02,2016,3,Marzo,México,Pequeña Empresa,Carretera,Medio,714,1.5,3.0,2142.0,214.2,1927.8,1071.0,856.8
2016-03-03,2016,3,Marzo,México,Mediana Empresa,Paseo,Medio,954,8.0,12.0,11448.0,1144.8,10303.2,7632.0,2671.2
2016-03-03,2016,3,Marzo,Canadá,Gobierno,Carretera,Alto,1790,1.5,3.0,5370.0,1074.0,4296.0,2685.0,1611.0
2016-03-03,2016,3,Marzo,Canadá,Socios de Canal,Velo,Bajo,1592,90.0,120.0,191040.0,9552.0,181488.0,143280.0,38208.0
2016-03-04,2016,3,Marzo,Francia,Socios de Canal,Amoeba,Bajo,1860,12.0,20.0,37200.0,1860.0,35340.0,22320.0,13020.0
2016-03-04,2016,3,Marzo,Australia,Pequeña Empresa,Amarilla,Medio,2254,180.0,250.0,563500.0,56350.0,507150.0,405720.0,101430.0
2016-03-05,2016,3,Marzo,Canadá,Gobierno,Amarilla,Bajo,1128,180.0,250.0,282000.0,14100.0,267900.0,203040.0,64860.0
2016-03-05,2016,3,Marzo,Canadá,Socios de Canal,Carretera,Alto,1671,1.5,3.0,5013.0,1002.6,4010.4,2506.5,1503.9
2016-03-05,2016,3,Marzo,Alemania,Grandes Empresas,Velo,Medio,1832,90.0,120.0,219840.0,21984.0,197856.0,164880.0,32976.0
2016-03-06,2016,3,Marzo,Canadá,Pequeña Empresa,Paseo,Bajo,1875,8.0,12.0,22500.0,1125.0,21375.0,15000.0,6375.0
2016-03-06,2016,3,Marzo,Alemania,Mediana Empresa,Carretera,Medio,1344,1.5,3.0,4032.0,403.2,3628.8,2016.0,1612.8
2016-03-07,2016,3,Marzo,Estados Unidos,Mediana Empresa,Carretera,Ninguno,1222,1.5,3.0,3666.0,0.0,3666.0,1833.0,1833.0
2016-03-07,2016,3,Marzo,España,Pequeña Empresa,Amarilla,Bajo,1478,180.0,250.0,369500.0,18475.0,351025.0,266040.0,84985.0
2016-03-07,2016,3,Marzo,Estados Unidos,Mediana Empresa,Carretera,Alto,1580,1.5,3.0,4740.0,948.0,3792.0,2370.0,1422.0
2016-03-08,2016,3,Marzo,Canadá,Grandes Empresas,Amoeba,Bajo,1540,12.0,20.0,30800.0,1540.0,29260.0,18480.0,10780.0
2016-03-08,2016,3,Marzo,Canadá,Gobierno,Amarilla,Ninguno,1533,180.0,250.0,383250.0,0.0,383250.0,275940.0,107310.0
2016-03-08,2016,3,Marzo,Francia,Socios de Canal,Carretera,Ninguno,1072,1.5,3.0,3216.0,0.0,3216.0,1608.0,1608.0
2016-03-08,2016,3,Marzo,Canadá,Mediana Empresa,Amarilla,Ninguno,1493,180.0,250.0,373250.0,0.0,373250.0,268740.0,104510.0
2016-03-08,2016,3,Marzo,Canadá,Mediana Empresa,Amarilla,Alto,1702,180.0,250.0,425500.0,85100.0,340400.0,306360.0,34040.0
2016-03-08,2016,3,Marzo,España,Gobierno,Paseo,Bajo,1300,8.0,12.0,15600.0,780.0,14820.0,10400.0,4420.0
2016-03-09,2016,3,Marzo,Alemania,Grandes Empresas,Amoeba,Alto,1458,12.0,20.0,29160.0,5832.0,23328.0,17496.0,5832.0
